gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,supplementary_file_2,supplementary_file_3,tissue
GSE154048,GSM4663167,Dissociated single cell suspensions from SFO,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4663nnn/GSM4663167/suppl/GSM4663167_1-SFO-single-cell.csv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4663nnn/GSM4663167/suppl/GSM4663167_4-SFO-neurons-single-cell.csv.gz,,Subfornical organ (SFO)
GSE154048,GSM4663168,Dissociated single cell suspensions from OVLT,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4663nnn/GSM4663168/suppl/GSM4663168_2-OVLT-intra-single-cell.csv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4663nnn/GSM4663168/suppl/GSM4663168_3-OVLT-regional-single-cell.csv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4663nnn/GSM4663168/suppl/GSM4663168_5-OVLT-intra_neurons-single-cell.csv.gz,Vascular organ of the lamina terminalis (OVLT)
