gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age
GSE123024,GSM3491350,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491351,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491352,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491353,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491354,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491355,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491356,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491357,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491358,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491359,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491360,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491361,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491362,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491363,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491364,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491365,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491366,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491367,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491368,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491369,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491370,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491371,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491372,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491373,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491374,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491375,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491376,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491377,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491378,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491379,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491380,Microglia,Mus musculus,NONE,CB,P7
GSE123024,GSM3491381,Microglia,Mus musculus,NONE,CB,P7
