gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue
GSE101601,GSM2709058,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709059,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709060,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709061,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709062,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709063,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709064,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709065,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709066,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709067,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709068,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709069,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709070,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709071,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709072,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709073,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709074,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709075,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709076,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709077,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709078,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709079,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709080,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709081,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709082,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709083,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709084,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709085,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709086,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709087,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709088,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709089,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709090,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709091,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709092,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709093,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709094,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709095,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709096,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709097,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709098,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709099,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709100,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709101,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709102,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709103,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709104,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709105,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709106,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709107,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709108,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709109,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709110,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709111,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709112,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709113,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709114,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709115,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709116,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709117,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709118,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709119,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709120,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709121,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709122,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709123,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709124,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709125,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709126,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709127,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709128,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709129,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709130,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709131,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709132,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709133,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709134,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709135,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709136,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709137,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709138,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709139,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709140,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709141,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709142,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709143,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709144,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709145,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709146,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709147,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709148,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709149,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709150,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709151,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709152,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709153,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709154,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709155,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709156,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709157,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709158,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709159,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709160,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709161,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709162,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709163,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709164,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709165,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709166,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709167,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709168,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709169,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709170,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709171,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709172,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709173,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709174,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709175,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709176,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709177,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709178,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709179,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709180,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709181,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709182,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709183,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709184,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709185,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709186,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709187,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709188,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709189,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709190,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709191,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709192,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709193,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709194,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709195,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709196,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709197,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709198,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709199,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709200,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709201,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709202,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709203,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709204,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709205,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709206,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709207,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709208,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709209,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709210,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709211,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709212,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709213,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709214,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709215,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709216,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709217,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709218,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709219,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709220,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709221,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709222,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709223,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709224,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709225,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709226,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709227,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709228,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709229,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709230,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709231,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709232,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709233,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709234,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709235,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709236,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709237,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709238,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709239,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709240,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709241,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709242,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709243,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709244,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709245,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709246,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709247,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709248,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709249,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709250,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709251,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709252,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709253,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709254,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709255,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709256,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709257,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709258,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709259,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709260,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709261,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709262,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709263,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709264,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709265,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709266,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709267,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709268,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709269,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709270,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709271,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709272,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709273,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709274,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709275,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709276,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709277,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709278,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709279,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709280,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709281,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709282,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709283,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709284,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709285,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709286,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709287,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709288,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709289,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709290,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709291,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709292,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709293,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709294,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709295,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709296,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709297,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709298,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709299,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709300,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709301,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709302,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709303,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709304,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709305,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709306,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709307,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709308,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709309,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709310,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709311,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709312,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709313,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709314,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709315,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709316,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709317,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709318,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709319,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709320,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709321,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709322,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709323,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709324,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709325,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709326,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709327,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709328,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709329,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709330,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709331,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709332,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709333,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709334,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709335,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709336,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709337,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709338,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709339,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709340,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709341,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709342,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709343,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709344,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709345,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709346,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709347,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709348,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709349,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709350,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709351,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709352,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709353,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709354,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709355,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709356,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709357,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709358,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709359,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709360,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709361,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709362,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709363,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709364,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709365,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709366,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
GSE101601,GSM2709367,middle temporal gyrus,Homo sapiens,NONE,middle temporal gyrus
