gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue
GSE121891,GSM3449587,Olfactory bulb,Mus musculus,NONE,Olfactory bulb
GSE121891,GSM3449588,Olfactory bulb,Mus musculus,NONE,Olfactory bulb
GSE121891,GSM3449589,Olfactory bulb,Mus musculus,NONE,Olfactory bulb
GSE121891,GSM3449590,Olfactory bulb,Mus musculus,NONE,Olfactory bulb
GSE121891,GSM3449591,Olfactory bulb,Mus musculus,NONE,Olfactory bulb
GSE121891,GSM3449592,Olfactory bulb,Mus musculus,NONE,Olfactory bulb
