gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,age
GSE126480,GSM3602343,E15 hypothalamic arcuate nucleus,Mus musculus,NONE,E15
GSE126480,GSM3602344,E15 hypothalamic arcuate nucleus,Mus musculus,NONE,E15
GSE126480,GSM3602345,E15 hypothalamic arcuate nucleus,Mus musculus,NONE,E15
GSE126480,GSM3602346,E15 hypothalamic arcuate nucleus,Mus musculus,NONE,E15
