gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age
GSE98816,GSM2613350,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613351,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613352,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613353,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613354,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613355,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613356,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613357,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613358,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613359,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613360,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613361,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613362,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613363,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613364,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613365,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613366,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613367,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613368,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613369,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613370,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613371,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613372,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613373,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613374,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613375,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613376,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613377,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613378,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613379,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613380,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613381,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613382,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613383,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613384,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613385,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613386,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613387,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613388,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613389,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613390,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613391,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613392,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613393,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613394,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613395,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613396,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613397,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613398,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613399,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613400,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613401,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613402,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613403,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613404,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613405,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613406,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613407,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613408,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613409,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613410,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613411,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613412,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613413,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613414,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613415,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613416,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613417,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613418,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613419,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613420,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613421,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613422,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613423,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613424,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613425,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613426,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613427,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613428,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613429,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613430,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613431,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613432,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613433,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613434,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613435,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613436,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613437,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613438,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613439,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613440,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613441,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613442,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613443,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613444,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613445,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613446,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613447,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613448,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613449,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613450,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613451,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613452,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613453,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613454,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613455,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613456,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613457,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613458,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613459,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613460,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613461,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613462,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613463,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613464,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613465,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613466,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613467,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613468,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613469,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613470,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613471,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613472,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613473,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613474,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613475,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613476,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613477,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613478,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613479,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613480,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613481,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613482,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613483,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613484,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613485,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613486,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613487,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613488,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613489,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613490,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613491,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613492,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613493,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613494,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613495,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613496,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613497,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613498,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613499,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613500,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613501,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613502,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613503,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613504,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613505,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613506,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613507,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613508,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613509,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613510,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613511,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613512,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613513,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613514,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613515,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613516,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613517,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613518,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613519,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613520,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613521,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613522,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613523,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613524,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613525,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613526,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613527,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613528,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613529,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613530,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613531,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613532,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613533,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613534,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613535,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613536,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613537,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613538,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613539,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613540,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613541,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613542,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613543,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613544,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613545,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613546,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613547,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613548,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613549,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613550,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613551,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613552,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613553,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613554,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613555,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613556,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613557,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613558,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613559,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613560,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613561,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613562,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613563,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613564,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613565,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613566,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613567,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613568,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613569,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613570,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613571,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613572,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613573,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613574,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613575,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613576,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613577,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613578,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613579,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613580,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613581,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613582,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613583,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613584,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613585,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613586,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613587,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613588,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613589,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613590,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613591,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613592,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613593,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613594,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613595,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613596,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613597,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613598,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613599,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613600,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613601,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613602,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613603,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613604,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613605,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613606,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613607,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613608,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613609,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613610,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613611,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613612,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613613,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613614,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613615,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613616,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613617,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613618,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613619,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613620,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613621,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613622,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613623,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613624,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613625,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613626,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613627,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613628,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613629,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613630,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613631,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613632,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613633,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613634,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613635,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613636,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613637,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613638,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613639,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613640,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613641,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613642,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613643,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613644,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613645,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
GSE98816,GSM2613646,Brain,Mus musculus,NONE,brain,adult mice 12 to 15 weeks old
