gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,brain_region,reporter
GSE71585,GSM1839192,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839193,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839195,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839196,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839197,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839198,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839199,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839200,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839201,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839203,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839204,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839205,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839206,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839207,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839208,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839209,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839210,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839211,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839212,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839213,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839214,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839215,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839216,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839217,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839218,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839219,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839220,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839221,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839222,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839223,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839224,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839225,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839226,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839227,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839228,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839229,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839230,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839231,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839232,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839233,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839234,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839235,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839236,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839237,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839238,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839239,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839240,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839241,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839242,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839243,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839244,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839245,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839246,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839247,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839248,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839249,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839250,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839251,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839252,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839253,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839254,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839255,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839256,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839257,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839258,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839259,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839260,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839261,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839275,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839276,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839277,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839278,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839280,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839281,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839282,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839283,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839284,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839285,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839286,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839287,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839288,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839289,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839291,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839294,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839295,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839296,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839298,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839300,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839303,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839304,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839305,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839306,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839307,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839309,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839310,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839311,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839312,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839313,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839314,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839315,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839317,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839318,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839319,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839320,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839321,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839322,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839323,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839324,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839346,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839347,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839348,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839349,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839350,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839351,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839352,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839353,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839354,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839355,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839356,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839357,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839358,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839359,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839360,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839361,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839362,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839363,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839364,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839365,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839366,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839367,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839368,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839369,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839370,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839371,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839372,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839373,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839374,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839375,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839376,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839377,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839378,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839379,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839380,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839381,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839382,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839383,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839384,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839385,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839386,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839387,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839388,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839389,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839390,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839391,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839392,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839393,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839394,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839395,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839396,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839397,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839398,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839399,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839400,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839401,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839402,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839403,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839404,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839405,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839406,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839407,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839408,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839409,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839410,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839411,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839412,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839413,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839414,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839415,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839416,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839417,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839422,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839427,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839432,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839433,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839436,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839437,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839438,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839439,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839441,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839468,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839469,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839470,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839471,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839472,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839473,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839474,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839475,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839476,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839477,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839478,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839479,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839480,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839481,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839482,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839483,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839494,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839495,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839496,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839497,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839498,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839499,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839500,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839501,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839502,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839503,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839504,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839505,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839506,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839507,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839508,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839509,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839510,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839511,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839512,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839513,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839514,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839515,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839516,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839517,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839518,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839519,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839520,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839521,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839522,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839525,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839553,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839554,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839555,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839590,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839591,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839592,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839594,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839595,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839596,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839597,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839598,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839599,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839600,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839601,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839602,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839603,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839605,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839606,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839607,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839608,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839609,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839610,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839611,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839612,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839613,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839614,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839615,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839616,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839617,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839618,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839619,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839620,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839621,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839622,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839623,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839624,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839625,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839626,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839627,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839628,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839629,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839630,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839631,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839632,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839633,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839634,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839635,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839636,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839637,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839638,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839639,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839640,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839641,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839642,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839643,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839646,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839647,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839648,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839649,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839650,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839652,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839653,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839654,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839655,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839656,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839657,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839658,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839659,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839661,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839662,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839663,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839664,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839665,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839666,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839667,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839668,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839669,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839670,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839671,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839672,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839673,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839674,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839675,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839676,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839677,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839678,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839679,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839680,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839682,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839683,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839685,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839686,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839687,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839688,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839689,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839691,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839692,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839693,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839694,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839695,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839696,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839697,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839698,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839699,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839700,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839701,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839702,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839703,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839704,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839705,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839706,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839707,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839708,Primary visual cortex,Mus musculus,NONE,VISp,NA
