gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,brain_region,reporter
GSE71585,GSM1840589,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840590,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840591,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840592,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840593,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840594,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840595,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840596,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840598,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840599,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840600,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840601,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840602,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840603,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840604,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840605,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840606,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840607,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840608,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840609,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840610,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840611,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840612,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840613,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840614,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840615,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840616,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840617,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840623,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840624,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840625,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840626,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840627,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840628,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840670,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840671,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840676,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840677,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840678,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840679,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840680,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840683,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840684,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840685,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840686,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840688,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840689,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840690,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840691,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840692,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840693,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840694,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840695,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840696,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840698,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840773,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840774,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840775,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840776,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840777,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840778,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840779,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840780,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840781,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840782,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840783,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840784,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840785,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840786,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840787,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840788,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840789,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840791,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840792,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840793,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840794,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840795,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840796,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840797,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840798,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840799,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840800,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840801,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840802,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840804,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840805,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840806,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840807,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840808,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840809,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840810,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840812,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840813,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840814,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840815,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840816,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840817,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840818,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840819,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840820,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840851,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840852,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840853,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840854,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840855,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840856,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840857,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840858,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840859,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840860,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840862,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840863,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840864,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840865,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840866,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840867,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840868,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840869,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840870,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840871,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840872,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840873,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840874,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840875,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840877,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840878,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840879,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840880,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840881,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840882,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840883,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840885,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840886,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840887,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840888,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840889,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840890,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840891,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840892,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840894,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840896,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840898,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840899,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840900,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840901,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840902,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840904,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840930,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840987,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840988,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840989,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840991,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840998,Cortex,Mus musculus,NONE,NA,RCL-tdT
GSE71585,GSM1840999,Cortex,Mus musculus,NONE,NA,RCL-tdT
GSE71585,GSM1841000,Cortex,Mus musculus,NONE,NA,Snap25-LSL-2A-GFP
