gse_id,title,abstract,url,pubMedIds,overall_design,sample_id,status,summary,supplementary_file
GSE130597,Obesity Remodels Activity and Transcriptional State of a Lateral Hypothalamic Brake on Feeding,We demonstrate that high fat diet (HFD)-induced obesity alters the transcriptional state of lateral hypothalamic glutamate neurons in mice.,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130597,31249056,High-throughput single-cell RNA sequencing of lateral hypothalamic area (LHA) tissue in mice given ad libitum access to HFD or taste-matched control chow.,GSM3744476 GSM3744477 GSM3744478 GSM3744479 GSM3744480 GSM3744481 GSM3744482 GSM3744483 GSM3744484 GSM3744485 GSM3744486 GSM3744487 GSM3744488 GSM3744489 ,Public on May 02 2019,We demonstrate that high fat diet (HFD)-induced obesity alters the transcriptional state of lateral hypothalamic glutamate neurons in mice.,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130597/suppl/GSE130597_RAW.tar
