gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,brain_area
GSE114000,GSM3128784,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128784/suppl/GSM3128784_138G11_S183.count.txt.gz,Hippocampus
GSE114000,GSM3128785,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128785/suppl/GSM3128785_138G3_S119.count.txt.gz,Hippocampus
GSE114000,GSM3128786,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128786/suppl/GSM3128786_138G5_S135.count.txt.gz,Hippocampus
GSE114000,GSM3128787,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128787/suppl/GSM3128787_138G6_S143.count.txt.gz,Hippocampus
GSE114000,GSM3128788,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128788/suppl/GSM3128788_138G7_S151.count.txt.gz,Hippocampus
GSE114000,GSM3128789,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128789/suppl/GSM3128789_138G8_S159.count.txt.gz,Hippocampus
GSE114000,GSM3128790,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128790/suppl/GSM3128790_138H10_S176.count.txt.gz,Hippocampus
GSE114000,GSM3128791,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128791/suppl/GSM3128791_138H5_S136.count.txt.gz,Hippocampus
GSE114000,GSM3128792,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128792/suppl/GSM3128792_138H7_S152.count.txt.gz,Hippocampus
GSE114000,GSM3128793,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128793/suppl/GSM3128793_138H8_S160.count.txt.gz,Hippocampus
GSE114000,GSM3128794,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128794/suppl/GSM3128794_145A11_S177.count.txt.gz,Cortex
GSE114000,GSM3128795,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128795/suppl/GSM3128795_145A6_S137.count.txt.gz,Cortex
GSE114000,GSM3128796,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128796/suppl/GSM3128796_145A7_S145.count.txt.gz,Cortex
GSE114000,GSM3128797,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128797/suppl/GSM3128797_145A8_S153.count.txt.gz,Cortex
GSE114000,GSM3128798,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128798/suppl/GSM3128798_145B11_S178.count.txt.gz,Cortex
GSE114000,GSM3128799,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128799/suppl/GSM3128799_145B12_S186.count.txt.gz,Cortex
GSE114000,GSM3128800,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128800/suppl/GSM3128800_145B5_S130.count.txt.gz,Cortex
GSE114000,GSM3128801,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128801/suppl/GSM3128801_145B6_S138.count.txt.gz,Cortex
GSE114000,GSM3128802,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128802/suppl/GSM3128802_145B7_S146.count.txt.gz,Cortex
GSE114000,GSM3128803,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128803/suppl/GSM3128803_145C10_S171.count.txt.gz,Cortex
GSE114000,GSM3128804,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128804/suppl/GSM3128804_145C11_S179.count.txt.gz,Cortex
GSE114000,GSM3128805,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128805/suppl/GSM3128805_145C1_S99.count.txt.gz,Cortex
GSE114000,GSM3128806,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128806/suppl/GSM3128806_145C3_S115.count.txt.gz,Cortex
GSE114000,GSM3128807,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128807/suppl/GSM3128807_145C6_S139.count.txt.gz,Cortex
GSE114000,GSM3128808,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128808/suppl/GSM3128808_145C9_S163.count.txt.gz,Cortex
GSE114000,GSM3128809,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128809/suppl/GSM3128809_145D10_S172.count.txt.gz,Cortex
GSE114000,GSM3128810,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128810/suppl/GSM3128810_145D1_S100.count.txt.gz,Cortex
GSE114000,GSM3128811,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128811/suppl/GSM3128811_145D4_S124.count.txt.gz,Cortex
GSE114000,GSM3128812,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128812/suppl/GSM3128812_145D5_S132.count.txt.gz,Cortex
GSE114000,GSM3128813,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128813/suppl/GSM3128813_145D6_S140.count.txt.gz,Cortex
GSE114000,GSM3128814,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128814/suppl/GSM3128814_145E1_S101.count.txt.gz,Cortex
GSE114000,GSM3128815,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128815/suppl/GSM3128815_145E2_S109.count.txt.gz,Cortex
GSE114000,GSM3128816,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128816/suppl/GSM3128816_145E3_S117.count.txt.gz,Cortex
GSE114000,GSM3128817,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128817/suppl/GSM3128817_145E4_S125.count.txt.gz,Cortex
GSE114000,GSM3128818,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128818/suppl/GSM3128818_145E5_S133.count.txt.gz,Cortex
GSE114000,GSM3128819,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128819/suppl/GSM3128819_145E6_S141.count.txt.gz,Cortex
GSE114000,GSM3128820,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128820/suppl/GSM3128820_145F10_S174.count.txt.gz,Cortex
GSE114000,GSM3128821,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128821/suppl/GSM3128821_145F1_S102.count.txt.gz,Cortex
GSE114000,GSM3128822,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128822/suppl/GSM3128822_145F2_S110.count.txt.gz,Cortex
GSE114000,GSM3128823,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128823/suppl/GSM3128823_145F3_S118.count.txt.gz,Cortex
GSE114000,GSM3128824,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128824/suppl/GSM3128824_145F5_S134.count.txt.gz,Cortex
GSE114000,GSM3128825,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128825/suppl/GSM3128825_145F6_S142.count.txt.gz,Cortex
GSE114000,GSM3128826,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128826/suppl/GSM3128826_145F7_S150.count.txt.gz,Cortex
GSE114000,GSM3128827,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128827/suppl/GSM3128827_145F8_S158.count.txt.gz,Cortex
GSE114000,GSM3128828,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128828/suppl/GSM3128828_145F9_S166.count.txt.gz,Cortex
GSE114000,GSM3128829,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128829/suppl/GSM3128829_145G10_S175.count.txt.gz,Cortex
GSE114000,GSM3128830,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128830/suppl/GSM3128830_145G11_S183.count.txt.gz,Cortex
GSE114000,GSM3128831,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128831/suppl/GSM3128831_145G2_S111.count.txt.gz,Cortex
GSE114000,GSM3128832,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128832/suppl/GSM3128832_145G3_S119.count.txt.gz,Cortex
GSE114000,GSM3128833,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128833/suppl/GSM3128833_145G5_S135.count.txt.gz,Cortex
GSE114000,GSM3128834,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128834/suppl/GSM3128834_145G6_S143.count.txt.gz,Cortex
GSE114000,GSM3128835,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128835/suppl/GSM3128835_145G7_S151.count.txt.gz,Cortex
GSE114000,GSM3128836,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128836/suppl/GSM3128836_145G8_S159.count.txt.gz,Cortex
GSE114000,GSM3128837,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128837/suppl/GSM3128837_145H1_S104.count.txt.gz,Cortex
GSE114000,GSM3128838,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128838/suppl/GSM3128838_145H4_S128.count.txt.gz,Cortex
GSE114000,GSM3128839,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128839/suppl/GSM3128839_145H6_S144.count.txt.gz,Cortex
GSE114000,GSM3128840,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128840/suppl/GSM3128840_145H8_S160.count.txt.gz,Cortex
GSE114000,GSM3128841,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128841/suppl/GSM3128841_145H9_S168.count.txt.gz,Cortex
GSE114000,GSM3128842,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128842/suppl/GSM3128842_148A10_S361.count.txt.gz,Hippocampus
GSE114000,GSM3128843,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128843/suppl/GSM3128843_148A11_S369.count.txt.gz,Hippocampus
GSE114000,GSM3128844,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128844/suppl/GSM3128844_148A12_S377.count.txt.gz,Hippocampus
GSE114000,GSM3128845,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128845/suppl/GSM3128845_148A1_S289.count.txt.gz,Hippocampus
GSE114000,GSM3128846,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128846/suppl/GSM3128846_148A2_S297.count.txt.gz,Hippocampus
GSE114000,GSM3128847,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128847/suppl/GSM3128847_148A3_S305.count.txt.gz,Hippocampus
GSE114000,GSM3128848,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128848/suppl/GSM3128848_148A7_S337.count.txt.gz,Hippocampus
GSE114000,GSM3128849,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128849/suppl/GSM3128849_148A9_S353.count.txt.gz,Hippocampus
GSE114000,GSM3128850,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128850/suppl/GSM3128850_148B10_S362.count.txt.gz,Hippocampus
GSE114000,GSM3128851,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128851/suppl/GSM3128851_148B11_S370.count.txt.gz,Hippocampus
GSE114000,GSM3128852,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128852/suppl/GSM3128852_148B12_S378.count.txt.gz,Hippocampus
GSE114000,GSM3128853,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128853/suppl/GSM3128853_148B1_S290.count.txt.gz,Hippocampus
GSE114000,GSM3128854,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128854/suppl/GSM3128854_148B2_S298.count.txt.gz,Hippocampus
GSE114000,GSM3128855,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128855/suppl/GSM3128855_148B3_S306.count.txt.gz,Hippocampus
GSE114000,GSM3128856,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128856/suppl/GSM3128856_148B4_S314.count.txt.gz,Hippocampus
GSE114000,GSM3128857,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128857/suppl/GSM3128857_148B7_S338.count.txt.gz,Hippocampus
GSE114000,GSM3128858,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128858/suppl/GSM3128858_148B8_S346.count.txt.gz,Hippocampus
GSE114000,GSM3128859,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128859/suppl/GSM3128859_148C10_S363.count.txt.gz,Hippocampus
GSE114000,GSM3128860,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128860/suppl/GSM3128860_148C11_S371.count.txt.gz,Hippocampus
GSE114000,GSM3128861,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128861/suppl/GSM3128861_148C12_S379.count.txt.gz,Hippocampus
GSE114000,GSM3128862,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128862/suppl/GSM3128862_148C2_S299.count.txt.gz,Hippocampus
GSE114000,GSM3128863,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128863/suppl/GSM3128863_148C3_S307.count.txt.gz,Hippocampus
GSE114000,GSM3128864,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128864/suppl/GSM3128864_148C4_S315.count.txt.gz,Hippocampus
GSE114000,GSM3128865,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128865/suppl/GSM3128865_148C5_S323.count.txt.gz,Hippocampus
GSE114000,GSM3128866,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128866/suppl/GSM3128866_148C7_S339.count.txt.gz,Hippocampus
GSE114000,GSM3128867,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128867/suppl/GSM3128867_148D10_S364.count.txt.gz,Hippocampus
GSE114000,GSM3128868,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128868/suppl/GSM3128868_148D11_S372.count.txt.gz,Hippocampus
GSE114000,GSM3128869,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128869/suppl/GSM3128869_148D12_S380.count.txt.gz,Hippocampus
GSE114000,GSM3128870,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128870/suppl/GSM3128870_148D1_S292.count.txt.gz,Hippocampus
GSE114000,GSM3128871,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128871/suppl/GSM3128871_148D3_S308.count.txt.gz,Hippocampus
GSE114000,GSM3128872,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128872/suppl/GSM3128872_148D6_S332.count.txt.gz,Hippocampus
GSE114000,GSM3128873,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128873/suppl/GSM3128873_148D7_S340.count.txt.gz,Hippocampus
GSE114000,GSM3128874,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128874/suppl/GSM3128874_148D8_S348.count.txt.gz,Hippocampus
GSE114000,GSM3128875,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128875/suppl/GSM3128875_148D9_S356.count.txt.gz,Hippocampus
GSE114000,GSM3128876,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128876/suppl/GSM3128876_148E10_S365.count.txt.gz,Hippocampus
GSE114000,GSM3128877,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128877/suppl/GSM3128877_148E11_S373.count.txt.gz,Hippocampus
GSE114000,GSM3128878,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128878/suppl/GSM3128878_148E1_S293.count.txt.gz,Hippocampus
GSE114000,GSM3128879,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128879/suppl/GSM3128879_148E2_S301.count.txt.gz,Hippocampus
GSE114000,GSM3128880,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128880/suppl/GSM3128880_148E5_S325.count.txt.gz,Hippocampus
GSE114000,GSM3128881,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128881/suppl/GSM3128881_148E6_S333.count.txt.gz,Hippocampus
GSE114000,GSM3128882,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128882/suppl/GSM3128882_148E7_S341.count.txt.gz,Hippocampus
GSE114000,GSM3128883,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128883/suppl/GSM3128883_148E8_S349.count.txt.gz,Hippocampus
GSE114000,GSM3128884,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128884/suppl/GSM3128884_148E9_S357.count.txt.gz,Hippocampus
GSE114000,GSM3128885,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128885/suppl/GSM3128885_148F1_S294.count.txt.gz,Hippocampus
GSE114000,GSM3128886,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128886/suppl/GSM3128886_148F2_S302.count.txt.gz,Hippocampus
GSE114000,GSM3128887,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128887/suppl/GSM3128887_148F3_S310.count.txt.gz,Hippocampus
GSE114000,GSM3128888,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128888/suppl/GSM3128888_148F5_S326.count.txt.gz,Hippocampus
GSE114000,GSM3128889,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128889/suppl/GSM3128889_148F6_S334.count.txt.gz,Hippocampus
GSE114000,GSM3128890,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128890/suppl/GSM3128890_148F7_S342.count.txt.gz,Hippocampus
GSE114000,GSM3128891,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128891/suppl/GSM3128891_148F8_S350.count.txt.gz,Hippocampus
GSE114000,GSM3128892,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128892/suppl/GSM3128892_148G10_S367.count.txt.gz,Hippocampus
GSE114000,GSM3128893,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128893/suppl/GSM3128893_148G1_S295.count.txt.gz,Hippocampus
GSE114000,GSM3128894,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128894/suppl/GSM3128894_148G2_S303.count.txt.gz,Hippocampus
GSE114000,GSM3128895,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128895/suppl/GSM3128895_148G3_S311.count.txt.gz,Hippocampus
GSE114000,GSM3128896,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128896/suppl/GSM3128896_148G4_S319.count.txt.gz,Hippocampus
GSE114000,GSM3128897,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128897/suppl/GSM3128897_148G6_S335.count.txt.gz,Hippocampus
GSE114000,GSM3128898,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128898/suppl/GSM3128898_148G8_S351.count.txt.gz,Hippocampus
GSE114000,GSM3128899,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128899/suppl/GSM3128899_148G9_S359.count.txt.gz,Hippocampus
GSE114000,GSM3128900,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128900/suppl/GSM3128900_148H10_S368.count.txt.gz,Hippocampus
GSE114000,GSM3128901,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128901/suppl/GSM3128901_148H11_S376.count.txt.gz,Hippocampus
GSE114000,GSM3128902,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128902/suppl/GSM3128902_148H2_S304.count.txt.gz,Hippocampus
GSE114000,GSM3128903,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128903/suppl/GSM3128903_148H4_S320.count.txt.gz,Hippocampus
GSE114000,GSM3128904,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128904/suppl/GSM3128904_148H9_S360.count.txt.gz,Hippocampus
GSE114000,GSM3128905,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128905/suppl/GSM3128905_155A11_S81.count.txt.gz,Cortex
GSE114000,GSM3128906,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128906/suppl/GSM3128906_155A12_S89.count.txt.gz,Cortex
GSE114000,GSM3128907,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128907/suppl/GSM3128907_155A3_S17.count.txt.gz,Cortex
GSE114000,GSM3128908,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128908/suppl/GSM3128908_155A4_S25.count.txt.gz,Cortex
GSE114000,GSM3128909,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128909/suppl/GSM3128909_155A5_S33.count.txt.gz,Cortex
GSE114000,GSM3128910,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128910/suppl/GSM3128910_155A6_S41.count.txt.gz,Cortex
GSE114000,GSM3128911,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128911/suppl/GSM3128911_155A7_S49.count.txt.gz,Cortex
GSE114000,GSM3128912,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128912/suppl/GSM3128912_155A8_S57.count.txt.gz,Cortex
GSE114000,GSM3128913,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128913/suppl/GSM3128913_155A9_S65.count.txt.gz,Cortex
GSE114000,GSM3128914,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128914/suppl/GSM3128914_155B10_S74.count.txt.gz,Cortex
GSE114000,GSM3128915,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128915/suppl/GSM3128915_155B11_S82.count.txt.gz,Cortex
GSE114000,GSM3128916,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128916/suppl/GSM3128916_155B12_S90.count.txt.gz,Cortex
GSE114000,GSM3128917,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128917/suppl/GSM3128917_155B1_S2.count.txt.gz,Cortex
GSE114000,GSM3128918,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128918/suppl/GSM3128918_155B2_S10.count.txt.gz,Cortex
GSE114000,GSM3128919,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128919/suppl/GSM3128919_155B3_S18.count.txt.gz,Cortex
GSE114000,GSM3128920,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128920/suppl/GSM3128920_155B4_S26.count.txt.gz,Cortex
GSE114000,GSM3128921,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128921/suppl/GSM3128921_155B5_S34.count.txt.gz,Cortex
