gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,brain_area
GSE114000,GSM3129231,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129231/suppl/GSM3129231_175A6_S329.count.txt.gz,Cortex
GSE114000,GSM3129232,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129232/suppl/GSM3129232_175A9_S353.count.txt.gz,Cortex
GSE114000,GSM3129233,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129233/suppl/GSM3129233_175B10_S362.count.txt.gz,Cortex
GSE114000,GSM3129234,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129234/suppl/GSM3129234_175B11_S370.count.txt.gz,Cortex
GSE114000,GSM3129235,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129235/suppl/GSM3129235_175B2_S298.count.txt.gz,Cortex
GSE114000,GSM3129236,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129236/suppl/GSM3129236_175B3_S306.count.txt.gz,Cortex
GSE114000,GSM3129237,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129237/suppl/GSM3129237_175B4_S314.count.txt.gz,Cortex
GSE114000,GSM3129238,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129238/suppl/GSM3129238_175B6_S330.count.txt.gz,Cortex
GSE114000,GSM3129239,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129239/suppl/GSM3129239_175B7_S338.count.txt.gz,Cortex
GSE114000,GSM3129240,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129240/suppl/GSM3129240_175B8_S346.count.txt.gz,Cortex
GSE114000,GSM3129241,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129241/suppl/GSM3129241_175B9_S354.count.txt.gz,Cortex
GSE114000,GSM3129242,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129242/suppl/GSM3129242_175C10_S363.count.txt.gz,Cortex
GSE114000,GSM3129243,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129243/suppl/GSM3129243_175C11_S371.count.txt.gz,Cortex
GSE114000,GSM3129244,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129244/suppl/GSM3129244_175C12_S379.count.txt.gz,Cortex
GSE114000,GSM3129245,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129245/suppl/GSM3129245_175C2_S299.count.txt.gz,Cortex
GSE114000,GSM3129246,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129246/suppl/GSM3129246_175C4_S315.count.txt.gz,Cortex
GSE114000,GSM3129247,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129247/suppl/GSM3129247_175C5_S323.count.txt.gz,Cortex
GSE114000,GSM3129248,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129248/suppl/GSM3129248_175C6_S331.count.txt.gz,Cortex
GSE114000,GSM3129249,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129249/suppl/GSM3129249_175C8_S347.count.txt.gz,Cortex
GSE114000,GSM3129250,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129250/suppl/GSM3129250_175C9_S355.count.txt.gz,Cortex
GSE114000,GSM3129251,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129251/suppl/GSM3129251_175D10_S364.count.txt.gz,Cortex
GSE114000,GSM3129252,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129252/suppl/GSM3129252_175D1_S292.count.txt.gz,Cortex
GSE114000,GSM3129253,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129253/suppl/GSM3129253_175D2_S300.count.txt.gz,Cortex
GSE114000,GSM3129254,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129254/suppl/GSM3129254_175D3_S308.count.txt.gz,Cortex
GSE114000,GSM3129255,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129255/suppl/GSM3129255_175D5_S324.count.txt.gz,Cortex
GSE114000,GSM3129256,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129256/suppl/GSM3129256_175D6_S332.count.txt.gz,Cortex
GSE114000,GSM3129257,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129257/suppl/GSM3129257_175D7_S340.count.txt.gz,Cortex
GSE114000,GSM3129258,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129258/suppl/GSM3129258_175D8_S348.count.txt.gz,Cortex
GSE114000,GSM3129259,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129259/suppl/GSM3129259_175E10_S365.count.txt.gz,Cortex
GSE114000,GSM3129260,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129260/suppl/GSM3129260_175E12_S381.count.txt.gz,Cortex
GSE114000,GSM3129261,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129261/suppl/GSM3129261_175E1_S293.count.txt.gz,Cortex
GSE114000,GSM3129262,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129262/suppl/GSM3129262_175E2_S301.count.txt.gz,Cortex
GSE114000,GSM3129263,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129263/suppl/GSM3129263_175E3_S309.count.txt.gz,Cortex
GSE114000,GSM3129264,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129264/suppl/GSM3129264_175E4_S317.count.txt.gz,Cortex
GSE114000,GSM3129265,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129265/suppl/GSM3129265_175E5_S325.count.txt.gz,Cortex
GSE114000,GSM3129266,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129266/suppl/GSM3129266_175E6_S333.count.txt.gz,Cortex
GSE114000,GSM3129267,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129267/suppl/GSM3129267_175E7_S341.count.txt.gz,Cortex
GSE114000,GSM3129268,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129268/suppl/GSM3129268_175E8_S349.count.txt.gz,Cortex
GSE114000,GSM3129269,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129269/suppl/GSM3129269_175E9_S357.count.txt.gz,Cortex
GSE114000,GSM3129270,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129270/suppl/GSM3129270_175F10_S366.count.txt.gz,Cortex
GSE114000,GSM3129271,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129271/suppl/GSM3129271_175F11_S374.count.txt.gz,Cortex
GSE114000,GSM3129272,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129272/suppl/GSM3129272_175F1_S294.count.txt.gz,Cortex
GSE114000,GSM3129273,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129273/suppl/GSM3129273_175F2_S302.count.txt.gz,Cortex
GSE114000,GSM3129274,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129274/suppl/GSM3129274_175F3_S310.count.txt.gz,Cortex
GSE114000,GSM3129275,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129275/suppl/GSM3129275_175F5_S326.count.txt.gz,Cortex
GSE114000,GSM3129276,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129276/suppl/GSM3129276_175F7_S342.count.txt.gz,Cortex
GSE114000,GSM3129277,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129277/suppl/GSM3129277_175F8_S350.count.txt.gz,Cortex
GSE114000,GSM3129278,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129278/suppl/GSM3129278_175G10_S367.count.txt.gz,Cortex
GSE114000,GSM3129279,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129279/suppl/GSM3129279_175G11_S375.count.txt.gz,Cortex
GSE114000,GSM3129280,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129280/suppl/GSM3129280_175G1_S295.count.txt.gz,Cortex
GSE114000,GSM3129281,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129281/suppl/GSM3129281_175G2_S303.count.txt.gz,Cortex
GSE114000,GSM3129282,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129282/suppl/GSM3129282_175G3_S311.count.txt.gz,Cortex
GSE114000,GSM3129283,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129283/suppl/GSM3129283_175G4_S319.count.txt.gz,Cortex
GSE114000,GSM3129284,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129284/suppl/GSM3129284_175G5_S327.count.txt.gz,Cortex
GSE114000,GSM3129285,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129285/suppl/GSM3129285_175G6_S335.count.txt.gz,Cortex
GSE114000,GSM3129286,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129286/suppl/GSM3129286_175H10_S368.count.txt.gz,Cortex
GSE114000,GSM3129287,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129287/suppl/GSM3129287_175H11_S376.count.txt.gz,Cortex
GSE114000,GSM3129288,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129288/suppl/GSM3129288_175H3_S312.count.txt.gz,Cortex
GSE114000,GSM3129289,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129289/suppl/GSM3129289_175H4_S320.count.txt.gz,Cortex
GSE114000,GSM3129290,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129290/suppl/GSM3129290_175H5_S328.count.txt.gz,Cortex
GSE114000,GSM3129291,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129291/suppl/GSM3129291_175H6_S336.count.txt.gz,Cortex
GSE114000,GSM3129292,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129292/suppl/GSM3129292_175H8_S352.count.txt.gz,Cortex
GSE114000,GSM3129293,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129293/suppl/GSM3129293_175H9_S360.count.txt.gz,Cortex
GSE114000,GSM3129294,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129294/suppl/GSM3129294_178A11_S273.count.txt.gz,Hippocampus
GSE114000,GSM3129295,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129295/suppl/GSM3129295_178A3_S209.count.txt.gz,Hippocampus
GSE114000,GSM3129296,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129296/suppl/GSM3129296_178A4_S217.count.txt.gz,Hippocampus
GSE114000,GSM3129297,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129297/suppl/GSM3129297_178A5_S225.count.txt.gz,Hippocampus
GSE114000,GSM3129298,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129298/suppl/GSM3129298_178A6_S233.count.txt.gz,Hippocampus
GSE114000,GSM3129299,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129299/suppl/GSM3129299_178A7_S241.count.txt.gz,Hippocampus
GSE114000,GSM3129300,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129300/suppl/GSM3129300_178A8_S249.count.txt.gz,Hippocampus
GSE114000,GSM3129301,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129301/suppl/GSM3129301_178B10_S266.count.txt.gz,Hippocampus
GSE114000,GSM3129302,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129302/suppl/GSM3129302_178B11_S274.count.txt.gz,Hippocampus
GSE114000,GSM3129303,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129303/suppl/GSM3129303_178B12_S282.count.txt.gz,Hippocampus
GSE114000,GSM3129304,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129304/suppl/GSM3129304_178B3_S210.count.txt.gz,Hippocampus
GSE114000,GSM3129305,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129305/suppl/GSM3129305_178B5_S226.count.txt.gz,Hippocampus
GSE114000,GSM3129306,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129306/suppl/GSM3129306_178B6_S234.count.txt.gz,Hippocampus
GSE114000,GSM3129307,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129307/suppl/GSM3129307_178B8_S250.count.txt.gz,Hippocampus
GSE114000,GSM3129308,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129308/suppl/GSM3129308_178C10_S267.count.txt.gz,Hippocampus
GSE114000,GSM3129309,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129309/suppl/GSM3129309_178C11_S275.count.txt.gz,Hippocampus
GSE114000,GSM3129310,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129310/suppl/GSM3129310_178C12_S283.count.txt.gz,Hippocampus
GSE114000,GSM3129311,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129311/suppl/GSM3129311_178C2_S203.count.txt.gz,Hippocampus
GSE114000,GSM3129312,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129312/suppl/GSM3129312_178C3_S211.count.txt.gz,Hippocampus
GSE114000,GSM3129313,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129313/suppl/GSM3129313_178C4_S219.count.txt.gz,Hippocampus
GSE114000,GSM3129314,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129314/suppl/GSM3129314_178C5_S227.count.txt.gz,Hippocampus
GSE114000,GSM3129315,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129315/suppl/GSM3129315_178C6_S235.count.txt.gz,Hippocampus
GSE114000,GSM3129316,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129316/suppl/GSM3129316_178D10_S268.count.txt.gz,Hippocampus
GSE114000,GSM3129317,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129317/suppl/GSM3129317_178D11_S276.count.txt.gz,Hippocampus
GSE114000,GSM3129318,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129318/suppl/GSM3129318_178D12_S284.count.txt.gz,Hippocampus
GSE114000,GSM3129319,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129319/suppl/GSM3129319_178D1_S196.count.txt.gz,Hippocampus
GSE114000,GSM3129320,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129320/suppl/GSM3129320_178D3_S212.count.txt.gz,Hippocampus
GSE114000,GSM3129321,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129321/suppl/GSM3129321_178D5_S228.count.txt.gz,Hippocampus
GSE114000,GSM3129322,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129322/suppl/GSM3129322_178D6_S236.count.txt.gz,Hippocampus
GSE114000,GSM3129323,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129323/suppl/GSM3129323_178D9_S260.count.txt.gz,Hippocampus
GSE114000,GSM3129324,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129324/suppl/GSM3129324_178E10_S269.count.txt.gz,Hippocampus
GSE114000,GSM3129325,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129325/suppl/GSM3129325_178E12_S285.count.txt.gz,Hippocampus
GSE114000,GSM3129326,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129326/suppl/GSM3129326_178E1_S197.count.txt.gz,Hippocampus
GSE114000,GSM3129327,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129327/suppl/GSM3129327_178E6_S237.count.txt.gz,Hippocampus
GSE114000,GSM3129328,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129328/suppl/GSM3129328_178E7_S245.count.txt.gz,Hippocampus
GSE114000,GSM3129329,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129329/suppl/GSM3129329_178E9_S261.count.txt.gz,Hippocampus
GSE114000,GSM3129330,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129330/suppl/GSM3129330_178F10_S270.count.txt.gz,Hippocampus
GSE114000,GSM3129331,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129331/suppl/GSM3129331_178F11_S278.count.txt.gz,Hippocampus
GSE114000,GSM3129332,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129332/suppl/GSM3129332_178F2_S206.count.txt.gz,Hippocampus
GSE114000,GSM3129333,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129333/suppl/GSM3129333_178F4_S222.count.txt.gz,Hippocampus
GSE114000,GSM3129334,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129334/suppl/GSM3129334_178F5_S230.count.txt.gz,Hippocampus
GSE114000,GSM3129335,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129335/suppl/GSM3129335_178F7_S246.count.txt.gz,Hippocampus
GSE114000,GSM3129336,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129336/suppl/GSM3129336_178F8_S254.count.txt.gz,Hippocampus
GSE114000,GSM3129337,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129337/suppl/GSM3129337_178F9_S262.count.txt.gz,Hippocampus
GSE114000,GSM3129338,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129338/suppl/GSM3129338_178G10_S271.count.txt.gz,Hippocampus
GSE114000,GSM3129339,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129339/suppl/GSM3129339_178G11_S279.count.txt.gz,Hippocampus
GSE114000,GSM3129340,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129340/suppl/GSM3129340_178G2_S207.count.txt.gz,Hippocampus
GSE114000,GSM3129341,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129341/suppl/GSM3129341_178G3_S215.count.txt.gz,Hippocampus
GSE114000,GSM3129342,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129342/suppl/GSM3129342_178G4_S223.count.txt.gz,Hippocampus
GSE114000,GSM3129343,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129343/suppl/GSM3129343_178G5_S231.count.txt.gz,Hippocampus
GSE114000,GSM3129344,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129344/suppl/GSM3129344_178G6_S239.count.txt.gz,Hippocampus
GSE114000,GSM3129345,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129345/suppl/GSM3129345_178G7_S247.count.txt.gz,Hippocampus
GSE114000,GSM3129346,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129346/suppl/GSM3129346_178G8_S255.count.txt.gz,Hippocampus
GSE114000,GSM3129347,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129347/suppl/GSM3129347_178H11_S280.count.txt.gz,Hippocampus
GSE114000,GSM3129348,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129348/suppl/GSM3129348_178H4_S224.count.txt.gz,Hippocampus
GSE114000,GSM3129349,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129349/suppl/GSM3129349_178H5_S232.count.txt.gz,Hippocampus
GSE114000,GSM3129350,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129350/suppl/GSM3129350_178H6_S240.count.txt.gz,Hippocampus
GSE114000,GSM3129351,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129351/suppl/GSM3129351_178H9_S264.count.txt.gz,Hippocampus
GSE114000,GSM3129352,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129352/suppl/GSM3129352_185A10_S265.count.txt.gz,Cortex
GSE114000,GSM3129353,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129353/suppl/GSM3129353_185A12_S281.count.txt.gz,Cortex
GSE114000,GSM3129354,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129354/suppl/GSM3129354_185A1_S193.count.txt.gz,Cortex
GSE114000,GSM3129355,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129355/suppl/GSM3129355_185A2_S201.count.txt.gz,Cortex
GSE114000,GSM3129356,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129356/suppl/GSM3129356_185A3_S209.count.txt.gz,Cortex
GSE114000,GSM3129357,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129357/suppl/GSM3129357_185A7_S241.count.txt.gz,Cortex
GSE114000,GSM3129358,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129358/suppl/GSM3129358_185A8_S249.count.txt.gz,Cortex
GSE114000,GSM3129359,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129359/suppl/GSM3129359_185A9_S257.count.txt.gz,Cortex
GSE114000,GSM3129360,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129360/suppl/GSM3129360_185B11_S274.count.txt.gz,Cortex
GSE114000,GSM3129361,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129361/suppl/GSM3129361_185B12_S282.count.txt.gz,Cortex
GSE114000,GSM3129362,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129362/suppl/GSM3129362_185B1_S194.count.txt.gz,Cortex
GSE114000,GSM3129363,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129363/suppl/GSM3129363_185B2_S202.count.txt.gz,Cortex
GSE114000,GSM3129364,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129364/suppl/GSM3129364_185B3_S210.count.txt.gz,Cortex
GSE114000,GSM3129365,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129365/suppl/GSM3129365_185B4_S218.count.txt.gz,Cortex
GSE114000,GSM3129366,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129366/suppl/GSM3129366_185B6_S234.count.txt.gz,Cortex
GSE114000,GSM3129367,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129367/suppl/GSM3129367_185B7_S242.count.txt.gz,Cortex
GSE114000,GSM3129368,Brain,Mus musculus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3129nnn/GSM3129368/suppl/GSM3129368_185B8_S250.count.txt.gz,Cortex
