gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,gender
GSE117891,GSM3314658,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314658/suppl/GSM3314658_S13P5_2.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314659,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314659/suppl/GSM3314659_S13P5_3.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314660,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314660/suppl/GSM3314660_S13P5_4.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314661,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314661/suppl/GSM3314661_S13P6_2.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314662,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314662/suppl/GSM3314662_S14P1_2.UMI_count.tsv.gz,Brain,female
GSE117891,GSM3314663,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314663/suppl/GSM3314663_S14P3_2.UMI_count.tsv.gz,Brain,female
GSE117891,GSM3314664,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314664/suppl/GSM3314664_S14P5_2.UMI_count.tsv.gz,Brain,female
GSE117891,GSM3314665,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314665/suppl/GSM3314665_S15P1_2.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314666,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314666/suppl/GSM3314666_S15P2_2.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314667,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314667/suppl/GSM3314667_S15P4_2.UMI_count.tsv.gz,Brain,male
GSE117891,GSM3314668,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3314nnn/GSM3314668/suppl/GSM3314668_S15P5_2.UMI_count.tsv.gz,Brain,male
