gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age,sex
GSE122012,GSM3452957,Diencephalon,Mus musculus,NONE,Diencephalon,Embryonic day 12.5,pooled males and females
