gse_id,title,abstract,url,pubMedIds,overall_design,sample_id,status,summary
GSE140817,Cortical Neural Stem Cell Lineage Progression Is Regulated by Extrinsic Signaling Molecule Sonic Hedgehog,This SuperSeries is composed of the SubSeries listed below.,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140817,32234482,Refer to individual Series,GSM4120835 GSM4120836 GSM4120837 GSM4120838 GSM4120839 GSM4120840 GSM4120841 GSM4120842 GSM4120843 GSM4186924 GSM4186925 GSM4186926 GSM4186927 GSM4186928 GSM4186929 GSM4186930 GSM4186931 ,Public on Feb 19 2020,This SuperSeries is composed of the SubSeries listed below.
