gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue
GSE160486,GSM4873966,Nucleus accumbens (NAc),Mus musculus,NONE,400um coronal brain dissection
GSE160486,GSM4873967,Nucleus accumbens (NAc),Mus musculus,NONE,400um coronal brain dissection
GSE160486,GSM4873968,Nucleus accumbens (NAc),Mus musculus,NONE,400um coronal brain dissection
