gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,age
GSE129114,GSM3694219,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694220,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694221,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694222,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694223,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694224,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694225,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694226,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694227,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694228,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694229,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694230,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694231,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694232,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694233,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694234,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694235,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694236,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694237,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694238,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694239,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694240,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694241,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694242,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694243,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694244,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694245,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694246,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694247,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694248,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694249,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694250,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694251,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694252,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694253,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694254,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694255,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694256,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694257,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694258,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694259,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694260,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694261,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694262,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694263,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694264,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694265,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694266,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694267,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694268,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694269,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694270,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694271,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694272,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694273,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694274,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694275,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694276,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694277,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694278,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694279,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694280,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694281,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694282,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694283,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694284,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694285,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694286,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694287,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694288,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694289,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694290,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694291,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694292,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694293,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694294,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694295,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694296,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694297,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694298,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694299,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694300,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694301,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694302,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694303,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694304,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694305,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694306,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694307,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694308,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694309,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694310,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694311,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694312,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694313,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694314,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694315,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694316,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694317,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694318,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694319,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694320,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694321,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694322,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694323,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694324,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694325,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694326,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694327,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694328,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694329,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694330,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694331,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694332,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694333,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694334,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694335,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694336,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694337,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694338,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694339,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694340,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694341,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694342,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694343,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694344,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694345,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694346,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694347,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694348,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694349,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694350,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694351,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694352,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694353,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694354,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694355,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694356,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694357,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694358,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694359,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694360,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694361,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694362,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694363,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694364,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694365,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694366,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694367,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694368,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694369,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694370,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694371,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694372,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694373,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694374,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694375,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694376,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694377,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694378,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694379,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694380,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694381,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694382,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694383,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694384,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694385,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694386,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694387,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694388,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694389,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694390,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694391,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694392,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694393,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694394,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694395,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694396,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694397,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694398,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694399,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694400,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694401,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694402,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694403,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694404,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694405,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694406,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694407,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694408,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694409,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694410,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694411,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694412,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694413,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694414,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694415,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694416,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694417,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694418,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694419,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694420,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694421,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694422,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694423,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694424,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694425,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694426,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694427,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694428,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694429,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694430,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694431,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694432,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694433,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694434,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694435,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694436,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694437,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694438,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694439,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694440,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694441,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694442,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694443,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694444,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694445,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694446,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694447,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694448,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694449,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694450,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694451,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694452,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694453,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694454,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694455,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694456,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694457,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694458,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694459,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694460,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694461,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694462,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694463,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694464,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694465,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694466,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694467,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694468,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694469,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694470,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694471,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694472,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694473,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694474,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694475,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694476,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694477,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694478,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694479,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694480,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694481,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694482,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694483,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694484,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694485,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694486,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694487,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694488,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694489,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694490,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694491,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694492,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694493,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694494,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694495,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694496,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694497,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694498,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694499,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694500,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694501,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694502,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694503,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694504,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694505,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694506,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694507,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694508,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694509,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694510,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694511,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694512,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694513,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694514,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694515,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694516,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694517,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694518,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694519,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694520,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694521,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694522,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694523,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694524,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694525,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694526,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694527,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694528,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694529,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694530,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694531,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694532,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694533,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694534,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694535,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694536,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694537,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694538,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694539,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694540,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694541,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694542,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694543,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694544,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694545,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694546,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694547,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694548,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694549,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694550,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694551,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694552,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694553,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694554,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694555,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694556,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694557,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694558,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694559,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694560,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694561,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694562,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694563,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694564,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694565,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694566,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694567,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694568,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694569,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694570,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694571,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694572,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694573,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694574,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694575,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3694576,neural crest and neural tube,Mus musculus,NONE,E9.5
