gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,age
GSE129114,GSM3693473,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693474,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693475,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693476,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693477,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693478,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693479,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693480,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693481,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693482,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693483,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693484,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693485,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693486,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693487,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693488,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693489,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693490,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693491,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693492,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693493,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693494,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693495,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693496,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693497,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693498,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693499,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693500,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693501,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693502,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693503,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693504,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693505,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693506,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693507,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693508,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693509,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693510,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693511,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693512,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693513,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693514,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693515,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693516,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693517,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693518,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693519,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693520,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693521,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693522,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693523,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693524,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693525,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693526,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693527,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693528,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693529,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693530,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693531,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693532,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693533,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693534,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693535,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693536,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693537,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693538,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693539,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693540,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693541,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693542,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693543,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693544,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693545,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693546,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693547,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693548,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693549,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693550,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693551,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693552,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693553,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693554,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693555,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693556,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693557,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693558,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693559,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693560,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693561,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693562,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693563,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693564,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693565,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693566,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693567,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693568,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693569,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693570,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693571,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693572,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693573,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693574,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693575,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693576,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693577,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693578,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693579,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693580,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693581,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693582,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693583,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693584,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693585,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693586,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693587,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693588,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693589,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693590,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693591,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693592,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693593,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693594,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693595,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693596,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693597,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693598,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693599,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693600,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693601,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693602,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693603,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693604,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693605,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693606,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693607,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693608,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693609,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693610,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693611,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693612,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693613,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693614,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693615,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693616,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693617,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693618,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693619,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693620,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693621,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693622,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693623,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693624,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693625,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693626,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693627,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693628,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693629,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693630,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693631,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693632,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693633,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693634,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693635,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693636,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693637,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693638,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693639,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693640,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693641,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693642,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693643,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693644,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693645,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693646,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693647,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693648,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693649,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693650,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693651,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693652,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693653,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693654,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693655,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693656,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693657,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693658,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693659,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693660,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693661,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693662,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693663,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693664,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693665,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693666,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693667,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693668,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693669,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693670,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693671,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693672,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693673,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693674,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693675,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693676,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693677,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693678,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693679,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693680,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693681,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693682,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693683,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693684,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693685,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693686,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693687,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693688,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693689,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693690,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693691,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693692,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693693,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693694,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693695,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693696,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693697,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693698,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693699,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693700,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693701,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693702,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693703,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693704,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693705,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693706,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693707,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693708,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693709,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693710,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693711,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693712,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693713,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693714,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693715,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693716,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693717,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693718,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693719,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693720,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693721,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693722,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693723,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693724,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693725,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693726,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693727,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693728,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693729,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693730,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693731,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693732,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693733,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693734,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693735,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693736,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693737,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693738,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693739,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693740,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693741,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693742,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693743,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693744,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693745,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693746,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693747,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693748,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693749,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693750,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693751,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693752,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693753,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693754,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693755,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693756,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693757,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693758,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693759,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693760,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693761,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693762,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693763,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693764,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693765,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693766,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693767,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693768,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693769,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693770,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693771,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693772,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693773,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693774,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693775,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693776,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693777,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693778,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693779,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693780,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693781,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693782,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693783,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693784,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693785,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693786,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693787,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693788,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693789,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693790,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693791,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693792,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693793,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693794,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693795,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693796,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693797,neural crest and neural tube,Mus musculus,NONE,E9.5
GSE129114,GSM3693798,neural crest and neural tube,Mus musculus,NONE,E9.5
