gse_id,title,abstract,url,pubMedIds,overall_design,sample_id,status,summary,supplementary_file
GSE113576,"Molecular, Spatial and Functional Single-Cell Profiling of the Hypothalamic Preoptic Region","Single-cell RNA sequencing of ~31,000 cells dissociated and captured from the preoptic region of the hypothalamus from multiple male and female mice",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113576,30385464,Three replicates each of male and female mice,GSM3109253 GSM3109254 GSM3109255 GSM3109256 GSM3109257 GSM3109258 ,Public on Nov 01 2018,"Single-cell RNA sequencing of ~31,000 cells dissociated and captured from the preoptic region of the hypothalamus from multiple male and female mice","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113576/suppl/GSE113576_barcodes.tsv.gz
ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113576/suppl/GSE113576_genes.tsv.gz
ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113576/suppl/GSE113576_matrix.mtx.gz"
