gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age
GSE123025,GSM3491726,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491727,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491728,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491729,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491730,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491731,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491732,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491733,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491734,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491735,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491736,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491737,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491738,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491739,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491740,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491741,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491742,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491743,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491744,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491745,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491746,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491747,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491748,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491749,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491750,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491751,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491752,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491753,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491754,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491755,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491756,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491757,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491758,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491759,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491760,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491761,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491762,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491763,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491764,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491765,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491766,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491767,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491768,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491769,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491770,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491771,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491772,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491773,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491774,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491775,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491776,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491777,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491778,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491779,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491780,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491781,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491782,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491783,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491784,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491785,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491786,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491787,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491788,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491789,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491790,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491791,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491792,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491793,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491794,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491795,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491796,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491797,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491798,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491799,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491800,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491801,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491802,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491803,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491804,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491805,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491806,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491807,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491808,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491809,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491810,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491811,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491812,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491813,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491814,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491815,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491816,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491817,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491818,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491819,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491820,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491821,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491822,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491823,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491824,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491825,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491826,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491827,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491828,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491829,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491830,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491831,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491832,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491833,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491834,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491835,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491836,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491837,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491838,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491839,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491840,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491841,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491842,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491843,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491844,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491845,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491846,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491847,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491848,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491849,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491850,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491851,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491852,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491853,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491854,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491855,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491856,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491857,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491858,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491859,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491860,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491861,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491862,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491863,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491864,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491865,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491866,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491867,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491868,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491869,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491870,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491871,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491872,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491873,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491874,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491875,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491876,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491877,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491878,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491879,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491880,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491881,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491882,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491883,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491884,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491885,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491886,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491887,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491888,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491889,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491890,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491891,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491892,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491893,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491894,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491895,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491896,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491897,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491898,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491899,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491900,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491901,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491902,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491903,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491904,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491905,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491906,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491907,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491908,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491909,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491910,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491911,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491912,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491913,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491914,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491915,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491916,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491917,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491918,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491919,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491920,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491921,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491922,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491923,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491924,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491925,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491926,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491927,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491928,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491929,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491930,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491931,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491932,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491933,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491934,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491935,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491936,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491937,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491938,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491939,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491940,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491941,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491942,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491943,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491944,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491945,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491946,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491947,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491948,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491949,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491950,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491951,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491952,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491953,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491954,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491955,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491956,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491957,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491958,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491959,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491960,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491961,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491962,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491963,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491964,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491965,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491966,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491967,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491968,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491969,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491970,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491971,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491972,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491973,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491974,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491975,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491976,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491977,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491978,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491979,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491980,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491981,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3491982,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491983,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491984,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491985,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491986,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491987,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491988,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491989,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491990,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491991,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491992,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491993,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491994,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491995,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491996,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491997,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491998,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3491999,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492000,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492001,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492002,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492003,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492004,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492005,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492006,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492007,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492008,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492009,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492010,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492011,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492012,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492013,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492014,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492015,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492016,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492017,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492018,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492019,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492020,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492021,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492022,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492023,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492024,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492025,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492026,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492027,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492028,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492029,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492030,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492031,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492032,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492033,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492034,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492035,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492036,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492037,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492038,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492039,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492040,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492041,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492042,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492043,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492044,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492045,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492046,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492047,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492048,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492049,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492050,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492051,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492052,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492053,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492054,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492055,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492056,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492057,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492058,Brain myeloid cell,Mus musculus,NONE,Brain,E14.5
GSE123025,GSM3492059,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492060,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492061,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492062,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492063,Brain myeloid cell,Mus musculus,NONE,HIP,P7
GSE123025,GSM3492064,Brain myeloid cell,Mus musculus,NONE,HIP,P7
